Longitude,Latitude
4.75,53
7.901619,53.790783
-3.32952,47.70151
-3.32952,47.70151
-3.32952,47.70151
-3.32952,47.70151
-3.32952,47.70151
-3.32952,47.70151
-3.32952,47.70151
-1.13237,49.37203
-1.13617,49.36987
-1.13617,49.36987
-1.13617,49.36987
-1.54798,48.71178
-1.54798,48.71178
-1.60766,49.18408
-1.83883,48.87603
-1.82815,48.88118
-2.17112,46.95997
-1.82621,48.88089
-2.17112,46.95997
-1.83883,48.87603
-1.83002,48.88259
-1.84114,48.87552
-1.83883,48.87603
7.7269,53.768002
-3.150693,53.322615
-3.150137,53.301945
-3.150693,53.322615
-3.150137,53.301945
-3.150137,53.301945
-3.150137,53.301945
-3.150137,53.301945
-3.190319,53.397735
-3.150693,53.322615
-3.150137,53.301945
-3.150693,53.322615
-3.150693,53.322615
-3.190319,53.397735
-3.150693,53.322615
-1.50137,46.2211
-1.50137,46.2211
-1.50451,46.22268
-1.50137,46.2211
-1.50032,46.22019
-1.50032,46.22019
-1.21571,45.91488
-1.50137,46.2211
-1.50137,46.2211
-1.50451,46.22268
-1.50137,46.2211
-1.50137,46.2211
-1.50451,46.22268
-1.50137,46.2211
-1.50032,46.22019
-1.06913,46.04881
-1.83883,48.87603
-1.13501,49.3715
-1.83883,48.87603
-1.82815,48.88118
-1.83883,48.87603
-1.83883,48.87603
-1.13501,49.3715
1.29236,51.050378
-1.83717,48.62268
-1.838,48.626
-3.304264,54.89577
-3.124964,54.952383
-3.289041,54.956146
-3.074071,54.976209
-3.410466,54.855938
-3.314612,54.926215
-3.302045,54.923654
-3.306026,54.902042
-3.304264,54.89577
-3.302045,54.923654
-3.409995,54.842463
-3.314612,54.926215
-3.124964,54.952383
-3.074071,54.976209
-3.33033,54.929639
-3.304264,54.89577
-3.141906,54.944137
-3.302045,54.923654
-3.141906,54.944137
-3.124964,54.952383
-3.141906,54.944137
0.204043,53.424686
0.14816,53.480545
0.204043,53.424686
0.137245,53.593118
0.14816,53.480545
0.14816,53.480545
0.177079,53.456647
0.204043,53.424686
0.177079,53.456647
0.177079,53.456647
-1.39645,48.64803
-1.50137,46.2211
-1.50137,46.2211
-1.50137,46.2211
