Longitude,Latitude
-4.2312,53.34105
-1.061757,60.598897
-4.06947,53.28881
-1.028152,60.586985
-2.133488,55.893808
-4.36938,53.42245
-4.201128,53.295401
-4.56929,53.35117
-4.36973,53.42225
-2.859427,56.038236
4.6,52.7
-2.319268,55.930304
-1.475974,55.084066
-3.049696,55.952302
-2.94933,55.973782
9.8422,58.9674
10.4505,63.457
10.4505,63.457
10.3598,59.4601
10.4505,63.457
10.4505,63.457
9.8422,58.9674
9.8422,58.9674
10.4505,63.457
10.4505,63.457
10.4505,63.457
10.4505,63.4579
9.8422,58.9674
10.4505,63.457
10.3598,59.4601
10.4505,63.457
10.4505,63.457
9.8422,58.9674
9.8422,58.9674
9.8422,58.9674
11.0153,59.0225
11.0153,59.0225
11.0153,59.0225
9.8245,58.9769
11.0153,59.0225
9.8245,58.9769
9.8245,58.9769
11.0153,59.0225
10.4589,63.5993
10.4182,63.5822
10.587,63.6394
10.4182,63.5822
9.7485,63.8726
10.587,63.6394
10.4182,63.5822
10.587,63.6394
10.4182,63.5822
10.587,63.6394
10.587,63.6394
9.7485,63.8726
10.4182,63.5822
10.4182,63.5822
10.587,63.6394
10.4182,63.5822
10.4182,63.5822
-5.058507,50.161688
-2.696093,56.059032
-4.48705,53.18513
-2.444028,55.986477
-2.375457,55.948115
-2.859427,56.038236
-4.449944,50.343569
-4.453501,50.344394
4.65,52.7
-3.295818,55.985003
-2.686491,56.060883
-3.091485,55.949108
-5.543436,50.110104
-5.478817,50.122811
-5.543436,50.110104
-5.478817,50.122811
-2.849683,56.014807
4.8,53
-7.219374,57.64626
-7.277455,57.43799
-7.31056,57.55436
-7.212498,57.64933
-7.266964,57.43433
-7.277455,57.43799
-7.266964,57.43433
-3.251896,58.98226
-3.312231,58.916312
4.65,52.7
4.007336,51.480715
3.643523,51.450135
3.644882,51.452223
18.49408,62.9466199992366
-5.579527,57.79447
3.968883,51.527271
17.17017,60.9706699992003
17.63062,62.4281799992267
17.51873,62.1945499992224
17.73673,62.5016299992281
34.349998,69.32
4.007336,51.480715
17.26833,60.9088299991992
3.963905,51.511829
-5.173284,51.716686
3.9955,51.476979
4.000078,51.485475
4.023167,51.491482
3.865314,51.676189
4.007336,51.480715
3.913688,51.638242
3.968883,51.527271
3.772034,51.68223
3.84213,51.601359
3.839058,51.682857
-3.178429,54.053125
-3.182959,54.051283
-3.17993,54.052211
-3.179956,54.05311
-3.182908,54.049486
3.865314,51.676189
3.874381,51.677475
3.874381,51.677475
3.925852,51.655295
3.786101,51.706058
3.643523,51.450135
4.076831,51.542196
3.723305,51.476967
3.968883,51.527271
3.644882,51.452223
4.756976,53.010525
4.882323,53.096668
4.856214,53.094111
3.607931,51.499315
4.863346,53.061002
4.862718,53.051204
4.878781,53.067628
4.863346,53.061002
4.665368,52.748402
4.665368,52.748402
4.645561,52.737316
4.649205,52.749562
4.644642,52.730391
4.645561,52.737316
4.899131,53.08883
4.756976,53.010525
4.897699,53.109941
4.893298,53.103004
4.898056,53.11803
4.897502,53.100955
4.878781,53.067628
4.863346,53.061002
4.814366,53.031123
4.863346,53.061002
4.895689,53.089625
4.756976,53.010525
4.800381,53.084343
4.830489,53.087452
4.897699,53.109941
4.898056,53.11803
4.897502,53.100955
4.878781,53.067628
5.067194,52.785208
5.067194,52.785208
5.067194,52.785208
4.652512,52.755514
4.652512,52.755514
4.645561,52.737316
-4.945755,51.770166
-4.911431,51.709864
-5.170988,51.715731
-5.167783,51.711321
-4.966119,51.704898
-5.104996,51.724691
-4.899333,51.747038
-5.060533,51.709669
-4.887632,51.768012
-5.020186,51.712513
-4.915419,51.771822
-4.932763,51.703937
-4.954616,51.706087
19.9,54.633333
-65.806016,44.979852
