Longitude,Latitude
174.687458,-36.93285
-1.970677,48.537964
-64.346833,45.162413
-71.255568,41.651671
-5.095144,48.440434
-72.256119,41.040337
-73.503098,40.609116
-9.10498,53.138383
-71.021891,42.33278
-64.263806,44.392916
-65.605162,43.526102
-71.25549,41.651976
-71.255086,41.652524
11.4079,58.2153
11.39389,58.2629
-122.257722,37.805
14.687514,42.180274
-64.20933,44.562805
4.999266,43.49713
-69.483359,43.879801
-3.593469,48.800264
-69.079912,44.06701
11.55946,58.3214
11.43112,58.2428
-68.221515,44.396981
-53.696094,48.14707
5.073717,43.399642
-70.118011,43.762581
-68.209398,44.394464
9.260193,58.718084
-119.690221,34.404989
-122.257484,37.804927
-5.537808,50.095261
10.589323,59.732789
-1.316546,50.80752
-5.54457,50.101982
-124.213786,49.312844
3.971063,43.546763
3.700392,43.424951
-4.13131,50.36447
-4.13131,50.36447
-123.313123,48.792759
-122.260869,37.803289
-5.095054,48.452393
11.19659,58.69172
-2.511442,47.346253
-2.512307,47.345976
-2.51152,47.346277
-3.079541,47.467383
3.173714,51.331202
-1.846933,48.875667
-1.593032,48.829159
-127.956187,51.6474
-124.078186,49.255245
-122.276863,37.793779
-122.276883,37.793776
10.29634,59.04313
-70.612162,42.984274
-73.55726,40.595403
-73.513668,40.645361
-70.641905,41.575745
11.36137,58.33212
11.36137,58.33212
-0.770248,50.70371
9.753881,59.02325
11.115303,59.038457
-170.277,57.126
-170.279,57.124
9.808552,58.99358
10.703994,59.254302
-4.89015,56.12605
-5.533878,50.114436
11.19399,58.69101
115.724319,-32.551547
-2.989498,53.39868
-5.539754,50.110441
-5.533205,50.114599
115.781744,-32.022314
-122.257386,37.804764
-5.425834,50.186411
-4.568208,48.288775
-4.617612,48.26038
-9.106095,53.14391
-5.547066,50.10338
-5.547187,50.103323
-5.548786,50.105092
11.19095,58.56791
-71.0489,42.3574
-70.631825,42.69254
-4.537033,53.406374
-117.886282,33.65456
9.808552,58.99358
11.115303,59.038457
10.703994,59.254302
9.753881,59.02325
-122.463017,37.818065
5.593711,60.19853
5.685403,60.231868
5.2194,60.2756
-122.760093,48.143087
-3.54008,50.46026
-70.896204,42.462531
-70.905861,42.41906
10.653606,59.599479
10.589323,59.732789
1.395987,51.39321
11.14543,58.87623
1.407461,51.18145
-5.160541,51.692589
11.43445,58.26746
-5.105206,51.786293
-72.9572,41.2517
10.29634,59.04313
6.50283,58.22833
-68.07666,44.375406
-9.840181,51.814871
-71.984478,41.325261
-124.728613,49.465333
5.9105,61.162999
-0.336991,50.816039
10.5268,59.0267
10.87016,59.04749
10.703994,59.254302
-4.180173,51.199495
-4.184006,51.19731
-4.184006,51.19731
-70.883607,42.508094
-119.49297,34.383386
-122.257508,37.804925
174.833889,-41.293056
-128.704317,52.49745
10.29634,59.04313
-128.3887,52.344483
8.06625,58.1323
9.808552,58.99358
7.603002,58.010866
9.267662,58.74279
6.405344,59.322629
8.035953,58.144695
8.522821,58.25454
11.115303,59.038457
8.581778,58.316602
8.537156,58.273133
8.944219,58.5132
6.50283,58.22833
1.208268,51.0912
-8.942636,53.196839
-8.440604,54.998336
-9.506624,51.683896
-9.067586,53.167032
-123.814167,48.996111
1.218673,52.94686
1.218111,52.94601
1.219093,52.94641
1.207798,52.948
-4.13075,50.364115
0.270299,50.750936
-4.13075,50.364115
-5.073403,50.142852
1.196147,52.9462
1.196147,52.9462
1.439497,51.38991
-3.922434,48.696324
-132.594433,54.02265
0.200387,50.741484
0.200387,50.741484
-2.976006,59.323119
-2.976006,59.323119
